Year,Company,Industry,Country,Company_Type,Employee_Size,Revenue_USD,Uses_AI,Use_Case,AI_ROI_Percent,AI_Maturity_Score
2023,SyntheticCorp_0119,Logistics,USA,Synthetic,SME,9015966.79,Yes,Recommendation Systems,14.33,66
2024,SyntheticCorp_0119,Technology,Japan,Synthetic,Enterprise,645978796.07,Yes,Demand Forecasting,15.34,82
2025,SyntheticCorp_0119,Energy,Brazil,Synthetic,SME,21067369.02,Yes,Customer Segmentation,20.63,84
2020,SyntheticCorp_0120,Logistics,China,Synthetic,Enterprise,36353536898.69,Yes,Recommendation Systems,19.62,79
2021,SyntheticCorp_0120,Technology,India,Synthetic,SME,6559182.03,Yes,Robotics,35.82,61
2022,SyntheticCorp_0120,Logistics,UAE,Synthetic,SME,23718180.8,Yes,Demand Forecasting,32.8,48
2023,SyntheticCorp_0120,Telecom,Brazil,Synthetic,SME,35579256.98,Yes,Fraud Detection,21.57,48
2024,SyntheticCorp_0120,Telecom,China,Synthetic,Enterprise,32219756687.55,Yes,AI Trading,20.83,54
2025,SyntheticCorp_0120,Energy,Brazil,Synthetic,SME,16930471.93,Yes,Medical Imaging AI,28.17,61
2020,SyntheticCorp_0121,Energy,UAE,Synthetic,SME,41343144.58,Yes,Recommendation Systems,23.16,44
2021,SyntheticCorp_0121,Telecom,India,Synthetic,SME,2627107.17,Yes,Chatbots,36.78,50
2022,SyntheticCorp_0121,E-commerce,USA,Synthetic,Enterprise,47711120446.77,Yes,Predictive Maintenance,17.92,76
2023,SyntheticCorp_0121,Technology,Germany,Synthetic,SME,27719731.73,No,None,0.0,24
2024,SyntheticCorp_0121,Logistics,Germany,Synthetic,SME,19218748.03,Yes,Medical Imaging AI,23.4,48
2025,SyntheticCorp_0121,Retail,UAE,Synthetic,Enterprise,14682006674.32,No,None,0.0,34
2020,SyntheticCorp_0122,Finance,USA,Synthetic,SME,17848216.09,Yes,Chatbots,15.83,74
2021,SyntheticCorp_0122,Technology,India,Synthetic,SME,48257685.94,Yes,Customer Segmentation,35.45,55
2022,SyntheticCorp_0122,Technology,UK,Synthetic,SME,8572298.9,Yes,Chatbots,27.58,72
2023,SyntheticCorp_0122,Healthcare,Brazil,Synthetic,Enterprise,34443341073.65,No,None,0.0,40
2024,SyntheticCorp_0122,Manufacturing,India,Synthetic,SME,47421164.31,Yes,Autonomous Driving,20.72,81
2025,SyntheticCorp_0122,Energy,Germany,Synthetic,Enterprise,8243781022.25,Yes,Predictive Maintenance,31.59,79
2020,SyntheticCorp_0123,Technology,India,Synthetic,SME,23700691.67,Yes,Demand Forecasting,39.36,66
2021,SyntheticCorp_0123,Finance,Japan,Synthetic,Enterprise,37688084651.65,Yes,Customer Segmentation,13.94,45
2022,SyntheticCorp_0123,Manufacturing,Canada,Synthetic,Enterprise,19559495610.57,Yes,Autonomous Driving,30.39,76
2023,SyntheticCorp_0123,E-commerce,India,Synthetic,Enterprise,3849006079.27,Yes,Robotics,14.43,68
2024,SyntheticCorp_0123,Energy,UK,Synthetic,SME,14868367.71,No,None,0.0,12
2025,SyntheticCorp_0123,Technology,UAE,Synthetic,SME,28586982.26,Yes,Customer Segmentation,13.0,74
2020,SyntheticCorp_0124,Finance,India,Synthetic,SME,22969856.4,Yes,Recommendation Systems,11.53,46
2021,SyntheticCorp_0124,Telecom,India,Synthetic,SME,45747293.84,Yes,Chatbots,26.84,76
2022,SyntheticCorp_0124,E-commerce,Japan,Synthetic,Enterprise,35906379268.05,Yes,Medical Imaging AI,36.83,46
2023,SyntheticCorp_0124,Logistics,USA,Synthetic,SME,25285059.0,Yes,Recommendation Systems,26.89,70
2024,SyntheticCorp_0124,Logistics,Brazil,Synthetic,SME,42049973.71,No,None,0.0,25
2025,SyntheticCorp_0124,Healthcare,Brazil,Synthetic,Enterprise,7751699252.68,No,None,0.0,14
2020,SyntheticCorp_0125,Finance,Canada,Synthetic,Enterprise,41582389301.1,No,None,0.0,23
2021,SyntheticCorp_0125,Healthcare,Japan,Synthetic,SME,40559884.96,Yes,Chatbots,37.96,63
2022,SyntheticCorp_0125,Technology,India,Synthetic,Enterprise,44650917490.91,Yes,Recommendation Systems,22.66,65
2023,SyntheticCorp_0125,Healthcare,Japan,Synthetic,Enterprise,46824731708.37,Yes,Fraud Detection,19.74,63
2024,SyntheticCorp_0125,Telecom,USA,Synthetic,SME,17332966.71,Yes,Fraud Detection,37.75,44
2025,SyntheticCorp_0125,Logistics,Japan,Synthetic,Enterprise,24009484181.33,No,None,0.0,20
2020,SyntheticCorp_0126,Retail,Germany,Synthetic,SME,3106291.7,Yes,AI Trading,14.98,72
2021,SyntheticCorp_0126,Energy,Canada,Synthetic,SME,36970729.69,Yes,Generative AI,11.65,71
2022,SyntheticCorp_0126,Technology,USA,Synthetic,SME,33511379.76,Yes,Chatbots,20.42,49
2023,SyntheticCorp_0126,Retail,Germany,Synthetic,Enterprise,14584668176.01,Yes,Predictive Maintenance,14.64,72
2024,SyntheticCorp_0126,Energy,UK,Synthetic,SME,3298765.87,No,None,0.0,6
2025,SyntheticCorp_0126,Telecom,UAE,Synthetic,Enterprise,17962466751.89,Yes,Customer Segmentation,11.72,82
2020,SyntheticCorp_0127,Energy,Brazil,Synthetic,SME,19043681.66,Yes,Recommendation Systems,28.58,45
2021,SyntheticCorp_0127,Manufacturing,Brazil,Synthetic,SME,16976242.67,Yes,Recommendation Systems,28.72,40
2022,SyntheticCorp_0127,Healthcare,Japan,Synthetic,Enterprise,15371640820.03,Yes,AI Trading,27.3,57
2023,SyntheticCorp_0127,Finance,USA,Synthetic,SME,33806665.01,Yes,Customer Segmentation,37.08,76
2024,SyntheticCorp_0127,Technology,Canada,Synthetic,SME,21002708.73,Yes,Recommendation Systems,35.88,82
2025,SyntheticCorp_0127,Manufacturing,China,Synthetic,Enterprise,23428481507.9,Yes,Fraud Detection,24.17,65
2020,SyntheticCorp_0128,Telecom,UAE,Synthetic,Enterprise,29123192948.97,Yes,Recommendation Systems,31.44,70
2021,SyntheticCorp_0128,Healthcare,Brazil,Synthetic,Enterprise,27654989663.12,No,None,0.0,12
2022,SyntheticCorp_0128,Energy,China,Synthetic,Enterprise,35191270162.44,Yes,Recommendation Systems,18.0,75
2023,SyntheticCorp_0128,E-commerce,UAE,Synthetic,Enterprise,30967405593.08,Yes,AI Trading,34.48,54
2024,SyntheticCorp_0128,Technology,Germany,Synthetic,SME,35827055.85,Yes,Predictive Maintenance,36.99,79
2025,SyntheticCorp_0128,Healthcare,Brazil,Synthetic,Enterprise,27004975582.45,Yes,Predictive Maintenance,19.39,52
2020,SyntheticCorp_0129,Manufacturing,USA,Synthetic,Enterprise,135395482.86,Yes,Predictive Maintenance,16.96,45
2021,SyntheticCorp_0129,Retail,USA,Synthetic,Enterprise,10881993068.26,Yes,Generative AI,33.41,53
2022,SyntheticCorp_0129,Telecom,Japan,Synthetic,SME,13832047.96,Yes,Chatbots,12.47,54
2023,SyntheticCorp_0129,Logistics,USA,Synthetic,SME,39053754.32,Yes,Generative AI,29.9,51
2024,SyntheticCorp_0129,Technology,USA,Synthetic,Enterprise,4009493427.38,No,None,0.0,29
2025,SyntheticCorp_0129,Technology,UAE,Synthetic,SME,3905727.68,No,None,0.0,5
2020,SyntheticCorp_0130,Healthcare,Japan,Synthetic,Enterprise,36968207476.69,Yes,Robotics,39.06,84
2021,SyntheticCorp_0130,Finance,UAE,Synthetic,SME,4072110.57,Yes,Fraud Detection,37.83,66
2022,SyntheticCorp_0130,E-commerce,Japan,Synthetic,SME,44765564.6,Yes,Recommendation Systems,18.34,48
2023,SyntheticCorp_0130,Retail,India,Synthetic,SME,8716034.33,No,None,0.0,2
2024,SyntheticCorp_0130,Energy,Japan,Synthetic,SME,31788119.79,No,None,0.0,34
2025,SyntheticCorp_0130,Retail,UAE,Synthetic,SME,34620346.87,Yes,Autonomous Driving,22.84,41
2020,SyntheticCorp_0131,Healthcare,Brazil,Synthetic,SME,22559804.75,Yes,Predictive Maintenance,18.44,45
2021,SyntheticCorp_0131,Finance,UAE,Synthetic,SME,23268160.5,Yes,Customer Segmentation,38.78,74
2022,SyntheticCorp_0131,E-commerce,Germany,Synthetic,SME,23800938.12,Yes,Supply Chain Optimization,21.77,62
2023,SyntheticCorp_0131,E-commerce,Brazil,Synthetic,SME,16726365.16,No,None,0.0,40
2024,SyntheticCorp_0131,Retail,Japan,Synthetic,SME,1734890.16,Yes,Customer Segmentation,38.35,64
2025,SyntheticCorp_0131,Manufacturing,India,Synthetic,Enterprise,39694601494.09,Yes,Supply Chain Optimization,27.33,53
2020,SyntheticCorp_0132,Healthcare,Canada,Synthetic,SME,47071310.5,Yes,Generative AI,33.74,43
2021,SyntheticCorp_0132,Retail,India,Synthetic,SME,42632117.4,Yes,Medical Imaging AI,34.56,62
2022,SyntheticCorp_0132,Retail,Brazil,Synthetic,Enterprise,25439297937.79,No,None,0.0,38
2023,SyntheticCorp_0132,Technology,UK,Synthetic,SME,41352545.59,Yes,Supply Chain Optimization,32.32,58
2024,SyntheticCorp_0132,Healthcare,UK,Synthetic,Enterprise,24827739480.08,Yes,Chatbots,37.68,62
2025,SyntheticCorp_0132,E-commerce,Japan,Synthetic,Enterprise,31332932585.4,Yes,Fraud Detection,35.69,58
2020,SyntheticCorp_0133,Energy,Germany,Synthetic,Enterprise,24453851638.5,Yes,Fraud Detection,17.56,81
2021,SyntheticCorp_0133,Energy,China,Synthetic,SME,49893900.63,Yes,Generative AI,38.6,85
2022,SyntheticCorp_0133,Energy,UK,Synthetic,Enterprise,14933066210.73,No,None,0.0,36
2023,SyntheticCorp_0133,Energy,India,Synthetic,SME,37278161.34,Yes,Generative AI,38.53,64
2024,SyntheticCorp_0133,Logistics,China,Synthetic,Enterprise,25642381385.97,Yes,AI Trading,36.63,78
2025,SyntheticCorp_0133,Healthcare,USA,Synthetic,SME,12890356.58,Yes,Fraud Detection,25.61,48
2020,SyntheticCorp_0134,Manufacturing,Canada,Synthetic,SME,3006933.72,Yes,Chatbots,38.47,67
2021,SyntheticCorp_0134,Healthcare,UAE,Synthetic,Enterprise,16576533966.77,Yes,Customer Segmentation,10.78,44
2022,SyntheticCorp_0134,Healthcare,Canada,Synthetic,Enterprise,31603268691.3,Yes,Recommendation Systems,12.2,46
2023,SyntheticCorp_0134,Retail,Brazil,Synthetic,SME,32950898.65,Yes,Predictive Maintenance,12.99,57
2024,SyntheticCorp_0134,Manufacturing,Brazil,Synthetic,SME,28461090.6,Yes,Robotics,16.3,54
2025,SyntheticCorp_0134,Retail,Japan,Synthetic,Enterprise,36532382092.88,Yes,Autonomous Driving,34.6,41
2020,SyntheticCorp_0135,Technology,Germany,Synthetic,Enterprise,31186587536.91,Yes,AI Trading,39.61,76
2021,SyntheticCorp_0135,Technology,USA,Synthetic,Enterprise,14445543690.39,Yes,Autonomous Driving,32.43,56
2022,SyntheticCorp_0135,Manufacturing,Brazil,Synthetic,SME,32611384.69,No,None,0.0,26
2023,SyntheticCorp_0135,Technology,UK,Synthetic,SME,35615690.48,Yes,Supply Chain Optimization,33.85,59
2024,SyntheticCorp_0135,Telecom,USA,Synthetic,Enterprise,42548415813.67,Yes,Demand Forecasting,13.21,62
2025,SyntheticCorp_0135,Logistics,UAE,Synthetic,SME,29488508.79,No,None,0.0,11
2020,SyntheticCorp_0136,Energy,India,Synthetic,SME,18650335.53,Yes,AI Trading,21.8,42
2021,SyntheticCorp_0136,Healthcare,UK,Synthetic,Enterprise,40393643171.72,Yes,Customer Segmentation,27.52,79
2022,SyntheticCorp_0136,Logistics,UK,Synthetic,Enterprise,14068720069.34,No,None,0.0,6
2023,SyntheticCorp_0136,Energy,UAE,Synthetic,SME,33388590.99,Yes,Supply Chain Optimization,29.89,71
2024,SyntheticCorp_0136,Finance,India,Synthetic,SME,12792919.77,Yes,Autonomous Driving,11.02,72
2025,SyntheticCorp_0136,E-commerce,Brazil,Synthetic,SME,33624194.09,Yes,Recommendation Systems,29.75,54
2020,SyntheticCorp_0137,Finance,UAE,Synthetic,SME,5477325.93,No,None,0.0,11
2021,SyntheticCorp_0137,Energy,USA,Synthetic,SME,19591435.14,Yes,Customer Segmentation,18.66,53
2022,SyntheticCorp_0137,Technology,UK,Synthetic,SME,1508355.8,Yes,Medical Imaging AI,18.06,40
2023,SyntheticCorp_0137,Healthcare,Brazil,Synthetic,Enterprise,36907797169.8,Yes,Customer Segmentation,22.14,69
2024,SyntheticCorp_0137,Healthcare,Canada,Synthetic,SME,8715159.55,Yes,Medical Imaging AI,11.46,44
2025,SyntheticCorp_0137,Telecom,Canada,Synthetic,SME,17333027.85,Yes,Robotics,31.17,43
2020,SyntheticCorp_0138,Energy,UAE,Synthetic,SME,48520219.95,Yes,Chatbots,13.03,43
2021,SyntheticCorp_0138,Telecom,Japan,Synthetic,Enterprise,1439308604.06,Yes,Generative AI,25.52,67
2022,SyntheticCorp_0138,Technology,USA,Synthetic,SME,49940754.44,No,None,0.0,39
2023,SyntheticCorp_0138,Healthcare,Canada,Synthetic,SME,21075854.51,Yes,Generative AI,28.63,46
2024,SyntheticCorp_0138,E-commerce,USA,Synthetic,Enterprise,28771921671.03,Yes,Chatbots,11.09,43
2025,SyntheticCorp_0138,Manufacturing,USA,Synthetic,Enterprise,20618019338.48,Yes,Recommendation Systems,31.78,40
2020,SyntheticCorp_0139,E-commerce,Canada,Synthetic,Enterprise,34938813022.01,Yes,Medical Imaging AI,31.1,40
2021,SyntheticCorp_0139,Healthcare,Brazil,Synthetic,Enterprise,39044188630.48,Yes,Fraud Detection,39.11,60
2022,SyntheticCorp_0139,Telecom,China,Synthetic,SME,7385000.02,Yes,Chatbots,23.25,73
2023,SyntheticCorp_0139,Energy,UAE,Synthetic,SME,16510762.03,Yes,Chatbots,27.72,69
2024,SyntheticCorp_0139,Retail,UK,Synthetic,Enterprise,14801336885.72,Yes,Autonomous Driving,33.39,50
2025,SyntheticCorp_0139,E-commerce,USA,Synthetic,SME,16145350.16,Yes,Supply Chain Optimization,30.97,51
2020,SyntheticCorp_0140,Finance,UAE,Synthetic,SME,11214960.4,No,None,0.0,28
2021,SyntheticCorp_0140,Technology,Japan,Synthetic,SME,1492614.55,Yes,Customer Segmentation,15.38,72
2022,SyntheticCorp_0140,Healthcare,UAE,Synthetic,SME,21668017.83,Yes,Customer Segmentation,24.89,75
2023,SyntheticCorp_0140,Retail,India,Synthetic,Enterprise,46896842746.02,Yes,Demand Forecasting,32.76,52
2024,SyntheticCorp_0140,Manufacturing,Canada,Synthetic,SME,39920295.37,Yes,Autonomous Driving,19.69,82
2025,SyntheticCorp_0140,E-commerce,UAE,Synthetic,SME,42587304.44,Yes,Predictive Maintenance,36.22,81
2020,SyntheticCorp_0141,Telecom,India,Synthetic,Enterprise,25188294969.66,Yes,Medical Imaging AI,15.82,42
2021,SyntheticCorp_0141,Energy,USA,Synthetic,SME,33123036.21,Yes,Autonomous Driving,16.62,51
2022,SyntheticCorp_0141,Logistics,China,Synthetic,SME,18366435.75,Yes,Recommendation Systems,10.25,55
2023,SyntheticCorp_0141,Healthcare,UAE,Synthetic,SME,38479489.58,Yes,Recommendation Systems,31.49,66
2024,SyntheticCorp_0141,Manufacturing,Japan,Synthetic,SME,12307611.34,No,None,0.0,36
2025,SyntheticCorp_0141,Technology,India,Synthetic,SME,26631650.63,Yes,Chatbots,25.77,66
2020,SyntheticCorp_0142,Healthcare,Germany,Synthetic,Enterprise,19694792520.57,Yes,Fraud Detection,25.25,53
2021,SyntheticCorp_0142,Logistics,Canada,Synthetic,Enterprise,3145453575.67,Yes,Robotics,37.52,81
2022,SyntheticCorp_0142,Energy,UAE,Synthetic,SME,2895521.05,Yes,Demand Forecasting,16.45,50
2023,SyntheticCorp_0142,Healthcare,India,Synthetic,SME,49330450.67,Yes,Customer Segmentation,35.7,63
2024,SyntheticCorp_0142,E-commerce,India,Synthetic,SME,19251225.33,Yes,Predictive Maintenance,11.36,82
2025,SyntheticCorp_0142,Logistics,UAE,Synthetic,Enterprise,36011235304.91,No,None,0.0,11
2020,SyntheticCorp_0143,Retail,Brazil,Synthetic,SME,18254613.87,Yes,Customer Segmentation,18.36,69
2021,SyntheticCorp_0143,Telecom,UAE,Synthetic,SME,40375682.84,Yes,Medical Imaging AI,39.04,54
2022,SyntheticCorp_0143,Technology,USA,Synthetic,SME,1604805.4,Yes,Robotics,13.88,78
2023,SyntheticCorp_0143,Manufacturing,Brazil,Synthetic,SME,4805558.57,Yes,Generative AI,27.96,67
2024,SyntheticCorp_0143,Manufacturing,China,Synthetic,SME,44551171.48,Yes,Predictive Maintenance,20.7,74
2025,SyntheticCorp_0143,Technology,Canada,Synthetic,Enterprise,48853725544.39,Yes,Generative AI,20.46,46
2020,SyntheticCorp_0144,Technology,Japan,Synthetic,SME,45008268.7,Yes,AI Trading,32.35,69
2021,SyntheticCorp_0144,Energy,India,Synthetic,SME,18727045.18,Yes,Supply Chain Optimization,38.03,41
2022,SyntheticCorp_0144,Manufacturing,UK,Synthetic,Enterprise,44462955796.71,Yes,Medical Imaging AI,39.22,53
2023,SyntheticCorp_0144,E-commerce,Brazil,Synthetic,SME,30103631.8,No,None,0.0,0
2024,SyntheticCorp_0144,Healthcare,Canada,Synthetic,Enterprise,26393896252.64,Yes,Generative AI,23.03,42
2025,SyntheticCorp_0144,Logistics,Germany,Synthetic,SME,14532627.43,Yes,Robotics,20.04,41
2020,SyntheticCorp_0145,Telecom,China,Synthetic,Enterprise,7506851757.24,No,None,0.0,31
2021,SyntheticCorp_0145,Retail,UK,Synthetic,SME,14401881.5,Yes,Fraud Detection,28.68,62
2022,SyntheticCorp_0145,Healthcare,UK,Synthetic,SME,15410240.72,No,None,0.0,29
2023,SyntheticCorp_0145,Finance,China,Synthetic,Enterprise,7399405538.58,No,None,0.0,14
2024,SyntheticCorp_0145,Healthcare,UK,Synthetic,SME,39902891.66,Yes,Supply Chain Optimization,37.32,85
2025,SyntheticCorp_0145,E-commerce,India,Synthetic,SME,8383065.68,Yes,Robotics,31.72,73
2020,SyntheticCorp_0146,Manufacturing,UK,Synthetic,Enterprise,49718653069.41,No,None,0.0,3
2021,SyntheticCorp_0146,Logistics,Germany,Synthetic,Enterprise,1129579109.98,Yes,Demand Forecasting,19.22,51
2022,SyntheticCorp_0146,Healthcare,Brazil,Synthetic,Enterprise,12792298975.66,No,None,0.0,11
2023,SyntheticCorp_0146,Retail,USA,Synthetic,SME,14807872.68,No,None,0.0,1
2024,SyntheticCorp_0146,Manufacturing,UAE,Synthetic,SME,46364970.33,Yes,Medical Imaging AI,23.82,68
2025,SyntheticCorp_0146,Logistics,Brazil,Synthetic,SME,37891604.92,Yes,Recommendation Systems,10.01,43
2020,SyntheticCorp_0147,Logistics,Canada,Synthetic,Enterprise,32732043136.27,Yes,Chatbots,39.19,81
2021,SyntheticCorp_0147,E-commerce,Brazil,Synthetic,SME,27060287.85,Yes,Robotics,25.29,45
2022,SyntheticCorp_0147,Technology,UK,Synthetic,SME,40213188.12,No,None,0.0,29
2023,SyntheticCorp_0147,Telecom,Canada,Synthetic,Enterprise,40023494349.97,Yes,Fraud Detection,20.63,70
2024,SyntheticCorp_0147,Technology,Japan,Synthetic,SME,39334117.89,Yes,Customer Segmentation,13.43,58
2025,SyntheticCorp_0147,Telecom,Brazil,Synthetic,SME,13151000.76,Yes,Medical Imaging AI,37.51,56
2020,SyntheticCorp_0148,Retail,India,Synthetic,Enterprise,29122175803.49,Yes,Customer Segmentation,33.01,56
2021,SyntheticCorp_0148,Finance,UAE,Synthetic,SME,29985733.44,Yes,Demand Forecasting,24.17,45
2022,SyntheticCorp_0148,Telecom,Japan,Synthetic,SME,12035896.26,Yes,Medical Imaging AI,29.56,62
2023,SyntheticCorp_0148,Logistics,China,Synthetic,Enterprise,18166065986.05,Yes,Recommendation Systems,32.14,42
2024,SyntheticCorp_0148,Finance,India,Synthetic,SME,5882817.03,Yes,Robotics,31.25,59
2025,SyntheticCorp_0148,E-commerce,Brazil,Synthetic,Enterprise,29671666181.09,Yes,Demand Forecasting,33.17,60
2020,SyntheticCorp_0149,Telecom,Canada,Synthetic,Enterprise,34516938606.12,Yes,Generative AI,21.33,42
2021,SyntheticCorp_0149,Healthcare,India,Synthetic,SME,41636644.56,Yes,Medical Imaging AI,28.82,43
2022,SyntheticCorp_0149,Healthcare,India,Synthetic,Enterprise,42693063161.31,Yes,Supply Chain Optimization,37.61,59
2023,SyntheticCorp_0149,Manufacturing,China,Synthetic,Enterprise,36460731317.82,Yes,Fraud Detection,12.25,41
2024,SyntheticCorp_0149,Telecom,UAE,Synthetic,SME,22141792.23,Yes,Recommendation Systems,30.77,74
2025,SyntheticCorp_0149,Healthcare,Japan,Synthetic,SME,6536493.87,No,None,0.0,35
2020,SyntheticCorp_0150,Manufacturing,UK,Synthetic,SME,46447709.72,Yes,Medical Imaging AI,25.79,58
2021,SyntheticCorp_0150,E-commerce,Germany,Synthetic,SME,31581725.76,Yes,Customer Segmentation,23.69,66
2022,SyntheticCorp_0150,Logistics,Brazil,Synthetic,SME,4044168.89,Yes,Customer Segmentation,20.21,64
2023,SyntheticCorp_0150,Manufacturing,China,Synthetic,SME,8764654.35,Yes,Autonomous Driving,29.21,71
2024,SyntheticCorp_0150,Manufacturing,UAE,Synthetic,Enterprise,22338039433.12,Yes,Recommendation Systems,25.77,40
2025,SyntheticCorp_0150,Technology,Canada,Synthetic,Enterprise,38008885395.23,Yes,Demand Forecasting,11.48,83
2020,SyntheticCorp_0151,Technology,Canada,Synthetic,SME,14302290.78,Yes,Robotics,25.92,56
2021,SyntheticCorp_0151,Energy,Germany,Synthetic,Enterprise,30117131875.89,Yes,Chatbots,13.12,61
2022,SyntheticCorp_0151,Telecom,USA,Synthetic,SME,2425269.46,Yes,Robotics,38.33,49
2023,SyntheticCorp_0151,Telecom,Canada,Synthetic,Enterprise,44422533421.51,Yes,Medical Imaging AI,30.17,49
2024,SyntheticCorp_0151,Telecom,UAE,Synthetic,SME,36006048.0,Yes,Supply Chain Optimization,39.09,56
2025,SyntheticCorp_0151,E-commerce,Germany,Synthetic,SME,31112327.76,Yes,Predictive Maintenance,25.75,50
2020,SyntheticCorp_0152,Finance,India,Synthetic,SME,3290416.39,Yes,Chatbots,23.35,72
2021,SyntheticCorp_0152,Logistics,India,Synthetic,SME,24146053.94,Yes,Robotics,11.42,43
2022,SyntheticCorp_0152,Manufacturing,Japan,Synthetic,SME,38576547.95,No,None,0.0,0
2023,SyntheticCorp_0152,Logistics,UK,Synthetic,Enterprise,44496590674.6,Yes,Fraud Detection,15.48,45
2024,SyntheticCorp_0152,Logistics,Brazil,Synthetic,Enterprise,32013723305.93,Yes,AI Trading,17.06,46
2025,SyntheticCorp_0152,Retail,China,Synthetic,SME,42060527.64,Yes,Autonomous Driving,20.41,67
2020,SyntheticCorp_0153,Finance,India,Synthetic,Enterprise,10410895002.32,Yes,Fraud Detection,10.98,80
2021,SyntheticCorp_0153,Healthcare,Canada,Synthetic,SME,39363819.42,Yes,AI Trading,16.21,68
2022,SyntheticCorp_0153,Energy,Japan,Synthetic,SME,1559731.54,Yes,Autonomous Driving,27.16,68
2023,SyntheticCorp_0153,Retail,UAE,Synthetic,Enterprise,35717228258.6,No,None,0.0,36
2024,SyntheticCorp_0153,Healthcare,Germany,Synthetic,SME,6097827.19,Yes,Chatbots,32.13,47
2025,SyntheticCorp_0153,Telecom,Brazil,Synthetic,SME,13059975.0,Yes,Customer Segmentation,32.67,77
2020,SyntheticCorp_0154,Energy,China,Synthetic,SME,3959418.08,No,None,0.0,35
2021,SyntheticCorp_0154,Energy,India,Synthetic,SME,4033843.39,No,None,0.0,37
2022,SyntheticCorp_0154,Telecom,UK,Synthetic,SME,6914349.18,Yes,Autonomous Driving,34.08,82
2023,SyntheticCorp_0154,Energy,Germany,Synthetic,SME,10467801.88,Yes,Supply Chain Optimization,30.4,53
2024,SyntheticCorp_0154,E-commerce,USA,Synthetic,SME,11662511.41,Yes,Medical Imaging AI,19.39,47
2025,SyntheticCorp_0154,Retail,USA,Synthetic,Enterprise,8405136407.6,Yes,Recommendation Systems,28.38,80
2020,SyntheticCorp_0155,Manufacturing,USA,Synthetic,SME,16403941.06,Yes,Chatbots,23.99,69
2021,SyntheticCorp_0155,Technology,UK,Synthetic,SME,38006579.81,Yes,Chatbots,38.64,62
2022,SyntheticCorp_0155,Manufacturing,Japan,Synthetic,SME,48369764.78,Yes,Supply Chain Optimization,16.37,78
2023,SyntheticCorp_0155,Energy,UAE,Synthetic,Enterprise,13625632072.5,Yes,Supply Chain Optimization,13.77,83
